positionName,workYear,education,jobNature,financeStage,industryField,companyShortName,city,salary,district,createTime,positionLables,companySize,firstType,secondType,isSchoolJob,minSalary,maxSalary,maxCompanySize,companyScale
游戏数据分析师,1-3年,本科,全职,不需要融资,游戏,尚游游戏,深圳,10k-18k,南山区,2018-07-06,"['游戏', '数据挖掘', 'SPSS']",150-500人,运营/编辑/客服,运营,0,10.0,18.0,500,中型企业
数据分析师,1-3年,本科,全职,A轮,"移动互联网,社交网络",闪聚,深圳,10k-20k,南山区,2018-07-19,['业务运营'],15-50人,产品/需求/项目类,数据分析,0,10.0,20.0,50,小型企业
数据分析专员,1-3年,本科,全职,未融资,金融,浩森时贷,深圳,5k-9k,宝安区,2018-07-18,"['SPSS', 'sas']",150-500人,开发/测试/运维类,数据开发,0,5.0,9.0,500,中型企业
数据分析员,1-3年,本科,全职,上市公司,"移动互联网,电子商务",科安数字,深圳,8k-15k,龙岗区,2018-07-17,"['专员', '大数据', '数据挖掘', 'SPSS']",150-500人,产品/需求/项目类,数据分析,0,8.0,15.0,500,中型企业
数据分析员,1-3年,本科,全职,未融资,"电子商务,企业服务",燕文物流,深圳,4k-6k,宝安区,2018-07-12,"['统计', '数据管理', 'KPI']",500-2000人,产品/需求/项目类,数据分析,0,4.0,6.0,2000,大型企业
数据分析师（数据产品经理）,1-3年,本科,全职,不需要融资,金融,多快好省,深圳,8k-16k,南山区,2018-07-18,"['金融', '电商', '大数据']",50-150人,产品/需求/项目类,数据分析,0,8.0,16.0,150,小型企业
数据分析师,1-3年,本科,全职,A轮,移动互联网,一登,深圳,10k-20k,南山区,2018-07-13,"['业务运营', 'SPSS', 'sas']",15-50人,产品/需求/项目类,数据分析,0,10.0,20.0,50,小型企业
数据分析（初级）,1年以下,本科,全职,不需要融资,"企业服务,数据服务",优阅达,深圳,4k-8k,南山区,2018-07-16,"['大数据', '数据挖掘', '数据可视化']",15-50人,开发/测试/运维类,数据开发,0,4.0,8.0,50,小型企业
数据分析师--贝壳,1-3年,本科,全职,不需要融资,移动互联网、O2O,深圳链家房地产经纪有限公司,深圳,6k-8k,福田区,2018-07-12,"['电商', '运营']",2000人以上,产品/需求/项目类,数据分析,0,6.0,8.0,2000,大型企业
助理数据分析师-高科技事业部,1-3年,本科,全职,不需要融资,"电子商务,企业服务",通力互联,深圳,6k-8k,南山区,2018-07-12,"['广告营销', '专员', '运营']",2000人以上,运营/编辑/客服,运营,0,6.0,8.0,2000,大型企业
数据分析专员,1-3年,本科,全职,不需要融资,移动互联网,天天盈球,深圳,7k-14k,南山区,2018-07-17,"['体育运动', 'SQL', 'SPSS', '数据管理']",50-150人,产品/需求/项目类,数据分析,0,7.0,14.0,150,小型企业
数据分析员,1-3年,本科,全职,D轮及以上,电子商务,一叶知秋,深圳,6k-12k,龙岗区,2018-07-19,"['金融', '财务', '大数据', '数据挖掘', 'SPSS']",150-500人,综合职能类,财务,0,6.0,12.0,500,中型企业
电商数据分析师,1-3年,本科,全职,未融资,电子商务,一加手机,深圳,10k-15k,福田区,2018-07-16,"['电商', '广告营销', '高级', '运营']",500-2000人,运营/编辑/客服,运营,0,10.0,15.0,2000,大型企业
数据分析师,1-3年,本科,全职,上市公司,移动互联网,健康160（原就医160）,深圳,10k-20k,南山区,2018-07-19,"['中级', '数据挖掘', '数据仓库', '建模', 'BI']",500-2000人,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,C轮,移动互联网,SEE小电铺,深圳,10k-20k,南山区,2018-07-18,"['电商', '大数据', '数据挖掘']",150-500人,开发/测试/运维类,数据开发,0,10.0,20.0,500,中型企业
数据分析师 (MJ000034),1-3年,本科,全职,不需要融资,金融,中腾信,深圳,10k-16k,南山区,2018-07-13,"['金融', '业务运营', 'SPSS']",2000人以上,产品/需求/项目类,数据分析,0,10.0,16.0,2000,大型企业
市场数据分析师,1-3年,本科,全职,上市公司,"电子商务,其他",Walmart China,深圳,8k-9k,福田区,2018-07-10,"['大数据', '专员', '商业', '业务运营', '市场分析']",2000人以上,产品/需求/项目类,数据分析,0,8.0,9.0,2000,大型企业
数据分析岗,1-3年,本科,全职,不需要融资,金融,友金所,深圳,7k-12k,南山区,2018-07-17,"['金融', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,7.0,12.0,2000,大型企业
进销存数据分析员,1-3年,本科,全职,不需要融资,"移动互联网,金融",银盛金融,深圳,5k-8k,龙华新区,2018-07-04,[],500-2000人,市场/商务/销售类,市场/营销,0,5.0,8.0,2000,大型企业
数据分析师（赴腾讯）,1年以下,本科,全职,不需要融资,"移动互联网,电子商务",微创,深圳,7k-10k,南山区,2018-07-19,[],2000人以上,开发|测试|运维类,数据开发,0,7.0,10.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,电子商务,天雅纸业,深圳,5k-7k,龙岗区,2018-07-16,"['金融', '旅游', '游戏', '数据挖掘']",50-150人,开发/测试/运维类,数据开发,0,5.0,7.0,150,小型企业
数据分析师（资产业务）,1-3年,本科,全职,C轮,"移动互联网,金融",随手科技,深圳,8k-15k,南山区,2018-07-10,[],500-2000人,产品/需求/项目类,数据分析,0,8.0,15.0,2000,大型企业
惠州/数据专员/数据分析/应届生优先,1年以下,本科,全职,不需要融资,移动互联网、O2O,深圳链家房地产经纪有限公司,深圳,4k-6k,福田区,2018-07-18,"['房产服务', 'SPSS']",2000人以上,开发/测试/运维类,数据开发,0,4.0,6.0,2000,大型企业
电商数据分析师,1-3年,本科,全职,上市公司,"电子商务,其他",Walmart China,深圳,6k-7k,福田区,2018-06-21,"['大数据', 'BI', '可视化', '专员', '业务运营']",2000人以上,产品/需求/项目类,数据分析,0,6.0,7.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,"电子商务,企业服务",通力互联,深圳,10k-15k,南山区,2018-07-12,"['大数据', 'r语言', 'sas', 'python']",2000人以上,产品/需求/项目类,数据分析,0,10.0,15.0,2000,大型企业
数据分析（信审）,1-3年,本科,全职,不需要融资,"移动互联网,金融",达飞科技控股,深圳,8k-15k,罗湖区,2018-07-17,"['大数据', '数据挖掘']",2000人以上,开发/测试/运维类,数据开发,0,8.0,15.0,2000,大型企业
数据分析员,1-3年,本科,全职,上市公司,"移动互联网,金融",润杨金融,深圳,6k-8k,南山区,2018-07-18,"['金融', '建模', '行业研究', '数据标注']",2000人以上,产品/需求/项目类,产品设计/需求分析,0,6.0,8.0,2000,大型企业
数据分析（统计学/经济学）,1-3年,本科,全职,不需要融资,"移动互联网,金融",深圳金夸克数字科技有限公司,深圳,6k-8k,罗湖区,2018-07-14,"['金融', '旅游', '专员', '审核', '信息']",50-150人,运营/编辑/客服,审核,0,6.0,8.0,150,小型企业
数据分析师,1-3年,本科,全职,B轮,移动互联网,广州瀚信,深圳,8k-10k,福田区,2018-07-18,[],500-2000人,产品|需求|项目类,数据分析,0,8.0,10.0,2000,大型企业
数据分析师,1-3年,本科,全职,C轮,"移动互联网,金融",随手科技,深圳,10k-20k,南山区,2018-07-10,[],500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
反欺诈数据分析师,1-3年,本科,全职,天使轮,"移动互联网,金融",云科贷,深圳,10k-16k,南山区,2018-07-17,"['数据挖掘', 'SQL']",150-500人,开发|测试|运维类,数据开发,0,10.0,16.0,500,中型企业
数据分析,1-3年,本科,全职,不需要融资,"移动互联网,金融",万盈金融,深圳,6k-10k,南山区,2018-07-16,"['专员', '数据挖掘', 'SPSS']",50-150人,运营/编辑/客服,运营,0,6.0,10.0,150,小型企业
库存数据分析员,1-3年,本科,全职,不需要融资,"移动互联网,金融",银盛金融,深圳,6k-12k,龙华新区,2018-07-04,"['终端', '库存管理']",500-2000人,产品/需求/项目类,数据分析,0,6.0,12.0,2000,大型企业
车商数据分析岗,1年以下,本科,全职,上市公司,金融,平安产险深圳分公司,深圳,8k-16k,福田区,2018-07-10,"['金融', '大数据', '专员', '助理', '风控']",2000人以上,产品/需求/项目类,数据分析,0,8.0,16.0,2000,大型企业
数据分析师（政务项目）,1-3年,本科,全职,未融资,"移动互联网,O2O",腾讯•大粤网,深圳,8k-16k,南山区,2018-07-06,"['旅游', '运营', 'SPSS']",150-500人,运营/编辑/客服,运营,0,8.0,16.0,500,中型企业
Business Analyst(商业数据分析员）,1-3年,本科,全职,上市公司,"O2O,电子商务",环球资源,深圳,5k-10k,福田区,2018-07-19,"['大数据', 'BI', '业务运营', 'growth hacking']",2000人以上,产品/需求/项目类,数据分析,0,5.0,10.0,2000,大型企业
数据分析产品经理,1-3年,本科,全职,不需要融资,"移动互联网,游戏",YIDATEC,深圳,6k-7k,南山区,2018-07-18,"['大数据', '数据挖掘']",2000人以上,运营/编辑/客服,运营,0,6.0,7.0,2000,大型企业
贷后高级数据分析师,1-3年,本科,全职,不需要融资,"移动互联网,金融",达飞科技控股,深圳,10k-20k,福田区,2018-06-25,"['大数据', '数据挖掘', 'SPSS']",2000人以上,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,移动互联网,OPPO,深圳,15k-30k,南山区,2018-07-09,"['大数据', '数据挖掘', 'BI']",2000人以上,开发/测试/运维类,数据开发,0,15.0,30.0,2000,大型企业
数据分析师（催收方向） (MJ000046),1-3年,本科,全职,不需要融资,金融,中腾信,深圳,8k-15k,南山区,2018-07-17,[],2000人以上,产品/需求/项目类,数据分析,0,8.0,15.0,2000,大型企业
数据分析师,1-3年,本科,全职,不需要融资,"移动互联网,电子商务",百丽新零售,深圳,10k-20k,南山区,2018-07-12,"['资深', '高级', '商业', '业务运营', 'CRM']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
数据分析员,1-3年,本科,全职,上市公司,企业服务,世联行,深圳,5k-7k,罗湖区,2018-07-19,"['房产服务', '行业研究', '市场分析']",2000人以上,运营/编辑/客服,运营,0,5.0,7.0,2000,大型企业
数据分析师,1-3年,本科,全职,B轮,"移动互联网,金融",AKULAKU,深圳,10k-20k,南山区,2018-07-19,"['电商', '大数据', 'BI', '数据挖掘', '数据管理']",150-500人,产品/需求/项目类,数据分析,0,10.0,20.0,500,中型企业
大区运营专员（数据分析师）,1-3年,本科,全职,B轮,"移动互联网,O2O",斗米,深圳,5k-9k,南山区,2018-07-17,['SPSS'],500-2000人,运营/编辑/客服,运营,0,5.0,9.0,2000,大型企业
互联网数据分析师,1-3年,本科,全职,A轮,"移动互联网,企业服务",航路,深圳,8k-16k,南山区,2018-07-16,"['旅游', '高级', '大数据', '专员', '业务运营']",50-150人,产品/需求/项目类,数据分析,0,8.0,16.0,150,小型企业
数据分析,1-3年,本科,全职,C轮,"移动互联网,金融",富途网络,深圳,12k-24k,南山区,2018-07-16,[],500-2000人,开发/测试/运维类,数据开发,0,12.0,24.0,2000,大型企业
数据分析员/数据统计员/项目专员,1-3年,本科,全职,A轮,"移动互联网,生活服务",万合乾德,深圳,5k-10k,南山区,2018-07-17,[],15-50人,产品/需求/项目类,数据分析,0,5.0,10.0,50,小型企业
数据分析师,1-3年,本科,全职,A轮,"金融,移动互联网",网投网,深圳,8k-15k,南山区,2018-07-16,[],50-150人,产品|需求|项目类,数据分析,0,8.0,15.0,150,小型企业
数据分析师,1-3年,本科,全职,天使轮,电子商务,凹客科技,深圳,8k-15k,宝安区,2018-07-16,"['电商', 'BI', '可视化', '专员', '商业']",150-500人,产品/需求/项目类,数据分析,0,8.0,15.0,500,中型企业
运营数据分析,1-3年,本科,全职,不需要融资,"移动互联网,电子商务",微创,深圳,8k-11k,南山区,2018-07-19,[],2000人以上,开发|测试|运维类,数据开发,0,8.0,11.0,2000,大型企业
数据分析师助理,1-3年,本科,全职,上市公司,"移动互联网,金融",众禄基金,深圳,7k-14k,罗湖区,2018-07-17,"['BI', '大数据', 'SPSS', 'sas']",150-500人,产品/需求/项目类,数据分析,0,7.0,14.0,500,中型企业
数据分析,1-3年,本科,全职,C轮,"移动互联网,旅游",KLOOK 客路旅行,深圳,10k-20k,福田区,2018-07-17,"['金融', '支付', '数据挖掘', 'SPSS']",500-2000人,技术,后端开发,0,10.0,20.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,金融,中腾信,深圳,9k-15k,南山区,2018-07-10,[],2000人以上,产品/需求/项目类,数据分析,0,9.0,15.0,2000,大型企业
数据分析师／风控反欺诈／海外消费金融,1-3年,本科,全职,B轮,"移动互联网,金融",AKULAKU,深圳,15k-25k,南山区,2018-07-19,"['金融', 'sas']",150-500人,金融类,风控,0,15.0,25.0,500,中型企业
数据分析师,1-3年,本科,全职,天使轮,"移动互联网,数据服务",南科大数据,深圳,15k-25k,福田区,2018-07-16,[],15-50人,产品/需求/项目类,数据分析,0,15.0,25.0,50,小型企业
游戏运营（数据分析方向）,1-3年,本科,全职,A轮,"移动互联网,游戏",游戏科学,深圳,8k-15k,南山区,2018-07-16,"['游戏', '专员', '策划']",15-50人,运营/编辑/客服,运营,0,8.0,15.0,50,小型企业
数据分析工程师,1-3年,本科,全职,B轮,移动互联网,大宇无限,深圳,18k-36k,南山区,2018-06-27,"['高级', '数据挖掘', '大数据']",50-150人,开发/测试/运维类,数据开发,0,18.0,36.0,150,小型企业
数据分析师,1-3年,本科,全职,不需要融资,数据服务,前海数据,深圳,8k-16k,南山区,2018-07-02,"['数据挖掘', '建模']",15-50人,产品/需求/项目类,数据分析,0,8.0,16.0,50,小型企业
数据分析工程师,1-3年,本科,全职,C轮,"金融,移动互联网",金斧子,深圳,9k-13k,南山区,2018-06-29,"['大数据', '数据挖掘']",500-2000人,开发/测试/运维类,数据开发,0,9.0,13.0,2000,大型企业
数据分析主管/专员,1-3年,本科,全职,B轮,"金融,其他",深圳市与杉科技有限公司,深圳,6k-12k,南山区,2018-06-29,"['金融', '建模', '风控', '策略设计']",500-2000人,金融类,风控,0,6.0,12.0,2000,大型企业
数据分析专员,1-3年,本科,全职,A轮,"电子商务,其他",全棉时代,深圳,5k-8k,龙华区,2018-07-12,['电商'],500-2000人,产品/需求/项目类,数据分析,0,5.0,8.0,2000,大型企业
数据分析助理,1-3年,本科,全职,不需要融资,移动互联网,OPPO,深圳,5k-10k,南山区,2018-07-09,"['大数据', '数据挖掘', 'BI']",2000人以上,产品/需求/项目类,数据分析,0,5.0,10.0,2000,大型企业
数据分析,1-3年,本科,全职,不需要融资,移动互联网、企业服务,曾点,深圳,7k-9k,南山区,2018-07-02,"['大数据', '数据挖掘']",150-500人,产品/需求/项目类,数据分析,0,7.0,9.0,500,中型企业
数据分析中级经理,1-3年,本科,全职,上市公司,"招聘,其他",招商证券信息技术中心,深圳,20k-35k,南山区,2018-07-10,[],2000人以上,开发/测试/运维类,数据开发,0,20.0,35.0,2000,大型企业
飞行数据分析高级专员/专员,1-3年,本科,全职,未融资,"移动互联网,硬件",DJI大疆创新,深圳,8k-13k,南山区,2018-07-17,"['SPSS', 'sas']",2000人以上,产品/需求/项目类,数据分析,0,8.0,13.0,2000,大型企业
SA-腾讯社交广告数据分析工程师（微信广告 深圳）,1-3年,本科,全职,上市公司,"移动互联网 ,游戏",腾讯,深圳,18k-36k,南山区,2018-07-17,[],2000人以上,开发|测试|运维类,数据开发,0,18.0,36.0,2000,大型企业
反欺诈数据分析师,1-3年,本科,全职,不需要融资,金融,中腾信,深圳,9k-16k,南山区,2018-07-13,"['金融', '风控', 'sas sql', '反欺诈策略']",2000人以上,金融类,银行,0,9.0,16.0,2000,大型企业
数据分析（区块链/数字货币）,1-3年,本科,全职,不需要融资,"移动互联网,金融",深圳金夸克数字科技有限公司,深圳,6k-10k,罗湖区,2018-07-14,"['金融', '旅游', '专员', '大数据']",50-150人,运营/编辑/客服,运营,0,6.0,10.0,150,小型企业
数据分析师\主管,1-3年,本科,全职,不需要融资,"移动互联网,金融",达飞科技控股,深圳,10k-20k,福田区,2018-06-25,"['支付', '银行', '数据挖掘', 'SPSS']",2000人以上,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
风控模型数据分析师,1-3年,本科,全职,不需要融资,移动互联网,花样年金融,深圳,15k-25k,南山区,2018-07-19,"['建模', '主管']",150-500人,金融类,风控,0,15.0,25.0,500,中型企业
数据分析工程师（深圳）,1-3年,本科,全职,上市公司,"移动互联网 ,游戏",腾讯,深圳,15k-30k,南山区,2018-06-26,"['数据挖掘', '大数据']",2000人以上,开发/测试/运维类,数据开发,0,15.0,30.0,2000,大型企业
数据分析工程师（大数据分析挖掘方向）,1-3年,本科,全职,上市公司,金融,御银科技,深圳,10k-13k,福田区,2018-07-17,"['数据挖掘', '数据库', '数据建模', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,10.0,13.0,2000,大型企业
初级金融、互联网 数据分析挖掘机器学习研究岗,1-3年,本科,全职,上市公司,企业服务,长亮科技,深圳,8K-15K,天河区,2018-06-25,"['算法', '数据挖掘', '人工智能']",2000人以上,开发|测试|运维类,数据开发,0,8.0,15.0,2000,大型企业
数据分析专员（人力资源方向）(J10953),1-3年,本科,全职,C轮,"移动互联网,O2O",货拉拉手机打车软件,深圳,6k-9k,福田区,2018-07-17,"['E-HR', '大数据', '数据挖掘', 'SPSS']",2000人以上,综合职能类,人力资源,0,6.0,9.0,2000,大型企业
数据分析师（贷款营销方向）,1-3年,本科,全职,C轮,"移动互联网,金融",随手科技,深圳,8k-16k,南山区,2018-07-05,"['大数据', '数据挖掘', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,8.0,16.0,2000,大型企业
反欺诈数据分析师（征信） (MJ000141),1-3年,本科,全职,不需要融资,金融,中腾信,深圳,8k-13k,南山区,2018-07-17,[],2000人以上,产品/需求/项目类,数据分析,0,8.0,13.0,2000,大型企业
互联网金融数据分析师,1-3年,本科,全职,不需要融资,金融,中腾信,深圳,7k-14k,南山区,2018-07-13,"['金融', '业务运营', '运营']",2000人以上,产品/需求/项目类,数据分析,0,7.0,14.0,2000,大型企业
数据分析师（风控） (MJ000140),1-3年,本科,全职,不需要融资,金融,中腾信,深圳,9k-18k,南山区,2018-07-13,"['金融', '风险控制', 'sas']",2000人以上,金融类,银行,0,9.0,18.0,2000,大型企业
风控数据分析师,1-3年,本科,全职,不需要融资,"移动互联网,金融",达飞科技控股,深圳,13k-25k,南山区,2018-06-25,"['征信', '数据挖掘', '建模']",2000人以上,金融类,风控,0,13.0,25.0,2000,大型企业
数据分析运营助理,1-3年,本科,全职,不需要融资,"电子商务,企业服务",通力互联,深圳,6k-7k,南山区,2018-07-12,"['广告营销', '产品']",2000人以上,运营/编辑/客服,运营,0,6.0,7.0,2000,大型企业
数据分析师,1-3年,硕士,全职,A轮,"移动互联网,教育",熊猫书院,深圳,10k-15k,南山区,2018-07-19,"['中级', '数据挖掘', '大数据']",50-150人,开发/测试/运维类,数据开发,0,10.0,15.0,150,小型企业
数据分析师,1-3年,硕士,全职,天使轮,"数据服务,移动互联网",数聚能源科技,深圳,12K-20K,罗湖区,2018-07-16,"['大数据', '数据挖掘', '建模']",50-150人,技术,后端开发,0,12.0,20.0,150,小型企业
基因数据分析专家,1-3年,硕士,全职,A轮,"医疗健康,数据服务",脑医生,深圳,12K-18K,罗湖区,2018-07-18,"['云计算', '医疗', '资深', '需求分析', '统计']",15-50人,产品/需求/项目类,产品设计/需求分析,0,12.0,18.0,50,小型企业
数据分析师,1-3年,硕士,全职,不需要融资,"信息安全,数据服务",深圳市规土委信息中心,深圳,8k-15k,福田区,2018-07-10,"['专员', '大数据', 'SPSS', 'sas']",150-500人,产品/需求/项目类,数据分析,0,8.0,15.0,500,中型企业
腾讯（深圳）大数据-数据挖掘、数据分析工程师,1-3年,硕士,全职,上市公司,"移动互联网 ,游戏",腾讯,深圳,20k-40k,南山区,2018-07-17,"['广告营销', '算法', '机器学习', '人工智能']",2000人以上,开发/测试/运维类,数据开发,0,20.0,40.0,2000,大型企业
数据分析专员,1-3年,不限,全职,上市公司,O2O,Q房网,深圳,6k-12k,南山区,2018-07-16,"['业务运营', '数据挖掘', 'SPSS']",500-2000人,产品/需求/项目类,数据分析,0,6.0,12.0,2000,大型企业
数据分析师,3-5年,大专,全职,C轮,"移动互联网,金融",团贷网,深圳,8k-15k,南山区,2018-07-16,"['数据挖掘', '用户研究']",2000人以上,开发/测试/运维类,数据开发,0,8.0,15.0,2000,大型企业
手游数据分析,3-5年,大专,全职,B轮,"移动互联网,游戏",银汉,深圳,12k-18k,南山区,2018-07-18,"['社交', '社区', '运营', '用户']",500-2000人,运营/编辑/客服,运营,0,12.0,18.0,2000,大型企业
数据分析师（游戏）,3-5年,大专,全职,不需要融资,游戏,第一波,深圳,10k-20k,南山区,2018-07-18,"['游戏', '商业', '业务运营', '数据挖掘', 'SPSS']",50-150人,产品/需求/项目类,数据分析,0,10.0,20.0,150,小型企业
微信游戏数据分析,3-5年,大专,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,深圳,8K-9K,南山区,2018-07-19,[],2000人以上,产品/需求/项目类,数据分析,0,8.0,9.0,2000,大型企业
数据分析经理,3-5年,大专,全职,不需要融资,"移动互联网,游戏",蓝色光标SNK,深圳,9k-13k,南山区,2018-07-19,"['游戏', '广告营销', '数据挖掘', 'SPSS']",150-500人,开发/测试/运维类,数据开发,0,9.0,13.0,500,中型企业
数据分析工程师,3-5年,大专,全职,未融资,"移动互联网,电子商务",快找网络,深圳,8k-12k,福田区,2018-07-17,['SQL'],15-50人,开发|测试|运维类,数据开发,0,8.0,12.0,50,小型企业
数据分析工程师,3-5年,大专,全职,B轮,移动互联网,深圳刷宝科技有限公司,深圳,15k-25k,南山区,2018-07-11,"['金融', '大数据', '数据挖掘', 'SPSS']",150-500人,开发/测试/运维类,数据开发,0,15.0,25.0,500,中型企业
数据分析专员,3-5年,大专,全职,未融资,"电子商务,移动互联网",金畅进出口,深圳,5k-9k,龙岗区,2018-07-17,"['供应链', 'SPSS', '销售分析', '物流供应', 'PV、UV']",150-500人,产品/需求/项目类,数据分析,0,5.0,9.0,500,中型企业
数据分析师,3-5年,大专,全职,不需要融资,"移动互联网,电子商务",百丽新零售,深圳,12k-24k,南山区,2018-07-12,"['大数据', '数据挖掘']",500-2000人,开发/测试/运维类,数据开发,0,12.0,24.0,2000,大型企业
数据分析,3-5年,大专,全职,不需要融资,"移动互联网,金融",江苏亿科达,深圳,10k-20k,福田区,2018-07-19,"['金融', '大数据', '数据挖掘']",500-2000人,产品/需求/项目类,数据分析,0,10.0,20.0,2000,大型企业
微信游戏数据分析,3-5年,大专,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,深圳,7k-8k,南山区,2018-06-27,"['移动互联网', '游戏', '运营']",2000人以上,运营/编辑/客服,运营,0,7.0,8.0,2000,大型企业
数据分析运营,3-5年,大专,全职,A轮,数据服务,领脉科技,深圳,8k-10k,龙岗区,2018-07-13,"['金融', '数据管理']",15-50人,运营/编辑/客服,运营,0,8.0,10.0,50,小型企业
数据分析师（商城运营）,3-5年,大专,全职,不需要融资,"移动互联网,金融",深圳金达数据科技有限公司,深圳,8k-15k,福田区,2018-07-19,[],150-500人,运营/编辑/客服,审核,0,8.0,15.0,500,中型企业
数据分析师,3-5年,本科,全职,不需要融资,"电子商务,金融",紫川软件,深圳,9k-14k,福田区,2018-07-19,"['大数据', '数据挖掘', '建模']",500-2000人,开发/测试/运维类,数据开发,0,9.0,14.0,2000,大型企业
数据分析师,3-5年,本科,全职,不需要融资,"数据服务,移动互联网",试金石信用,深圳,15k-30k,南山区,2018-07-19,['金融'],50-150人,运营,运营,0,15.0,30.0,150,小型企业
高级数据分析师（深圳）,3-5年,本科,全职,D轮及以上,"移动互联网,数据服务",极光,深圳,15k-25k,南山区,2018-07-19,"['数据挖掘', 'SQL', 'SPSS', 'R，SAS']",500-2000人,开发/测试/运维类,数据开发,0,15.0,25.0,2000,大型企业
数据分析师,3-5年,本科,全职,未融资,金融,海南新浪爱问普惠科技有限公司,深圳,15k-20k,南山区,2018-07-18,"['大数据', '数据挖掘']",150-500人,产品/需求/项目类,数据分析,0,15.0,20.0,500,中型企业
数据分析师（大数据部）,3-5年,本科,全职,不需要融资,金融,中安信业,深圳,10k-20k,福田区,2018-07-18,"['金融', '中级', '数据挖掘']",2000人以上,开发/测试/运维类,数据开发,0,10.0,20.0,2000,大型企业
极光调研 - 高级数据分析师,3-5年,本科,全职,D轮及以上,"移动互联网,数据服务",极光,深圳,20k-30k,南山区,2018-07-19,"['资深', '算法', '数据挖掘', '机器学习']",500-2000人,开发/测试/运维类,数据开发,0,20.0,30.0,2000,大型企业
数据分析工程师,3-5年,本科,全职,不需要融资,"移动互联网,文化娱乐",天天看看,深圳,15k-30k,南山区,2018-07-19,"['数据挖掘', '大数据', 'MySQL', 'hadoop', 'sql优化']",150-500人,开发/测试/运维类,数据开发,0,15.0,30.0,500,中型企业
数据分析师-深圳-02522,3-5年,本科,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,深圳,8k-16k,龙岗区,2018-07-18,"['数据挖掘', 'SPSS', 'sas', 'Tableau', 'python']",2000人以上,开发/测试/运维类,数据开发,0,8.0,16.0,2000,大型企业
数据分析师,3-5年,本科,全职,D轮及以上,电子商务,一叶知秋,深圳,6k-12k,龙岗区,2018-07-19,"['金融', '大数据', '数据挖掘', 'SPSS']",150-500人,开发/测试/运维类,数据开发,0,6.0,12.0,500,中型企业
数据分析师,3-5年,本科,全职,上市公司,金融,众安保险,深圳,9k-10k,南山区,2018-07-18,"['大数据', '数据挖掘']",2000人以上,产品/需求/项目类,数据分析,0,9.0,10.0,2000,大型企业
数据分析工程师,3-5年,本科,全职,A轮,移动互联网,云天励飞,深圳,15k-30k,福田区,2018-07-18,"['云计算', '中级', '数据挖掘', '大数据', '数据建模']",150-500人,开发/测试/运维类,数据开发,0,15.0,30.0,500,中型企业
数据分析师,3-5年,本科,全职,不需要融资,金融,佰仟金融,深圳,12k-18k,福田区,2018-07-19,"['大数据', '数据挖掘', 'SPSS', 'sas', 'R']",2000人以上,产品/需求/项目类,数据分析,0,12.0,18.0,2000,大型企业
数据挖掘/数据分析,3-5年,本科,全职,不需要融资,移动互联网,武汉佰钧成技术有限公司,深圳,15k-25k,龙岗区,2018-07-19,[],2000人以上,产品|需求|项目类,数据分析,0,15.0,25.0,2000,大型企业
大数据数据开发工程师/大数据数据分析师,3-5年,本科,全职,A轮,移动互联网,云天励飞,深圳,15k-30k,福田区,2018-07-18,"['高级', '中级', '图像处理', '数据挖掘', '模式识别']",150-500人,开发/测试/运维类,数据开发,0,15.0,30.0,500,中型企业
数据分析师,3-5年,本科,全职,C轮,"移动互联网,O2O",房多多,深圳,15k-30k,南山区,2018-07-19,"['电商', '本地生活', '房产服务', '数据挖掘', 'BI']",2000人以上,开发/测试/运维类,数据开发,0,15.0,30.0,2000,大型企业
数据分析主管,3-5年,本科,全职,不需要融资,金融,中安信业,深圳,15k-30k,福田区,2018-07-18,"['资深', '高级', '大数据', '业务运营', 'growth hacking']",2000人以上,产品/需求/项目类,数据分析,0,15.0,30.0,2000,大型企业
数据分析,3-5年,本科,全职,A轮,"移动互联网,企业服务",加推科技,深圳,10k-18k,南山区,2018-07-13,[],150-500人,产品|需求|项目类,数据分析,0,10.0,18.0,500,中型企业
高级数据分析师,3-5年,本科,全职,不需要融资,"O2O,生活服务",万科物业,深圳,15k-25k,福田区,2018-07-17,"['BI', '业务运营', '大数据', '数据挖掘', 'SPSS', 'sas']",2000人以上,产品/需求/项目类,数据分析,0,15.0,25.0,2000,大型企业
高级数据分析师,3-5年,本科,全职,B轮,金融,小赢科技,深圳,20k-35k,南山区,2018-07-17,"['理财', '运营', 'sas']",500-2000人,运营/编辑/客服,运营,0,20.0,35.0,2000,大型企业
