positionName,workYear,education,jobNature,financeStage,industryField,companyShortName,companyFullName,city,salary,district,createTime,positionLables,companySize,firstType,secondType,isSchoolJob
软件测试工程师（C++、java、python）,1-3年,本科,全职,不需要融资,"移动互联网,数据服务",捷通华声,北京捷通华声科技股份有限公司,北京,10k-20k,海淀区,2018-07-18 09:04:05,"['人工智能', '白盒测试']",150-500人,开发/测试/运维类,测试,0
量化开发工程师（Java/C++/Python方向,1-3年,本科,全职,不需要融资,金融,明睿资本,明睿（北京）资本管理有限公司,北京,20k-30k,西城区,2018-07-19 09:35:00,"['金融', '软件开发', '大数据']",少于15人,开发/测试/运维类,软件开发,0
java工程师（爬虫方向）,1-3年,本科,全职,B轮,"移动互联网,金融",天创信用,天创信用服务有限公司,北京,10k-18k,朝阳区,2018-06-22 10:31:12,"['初级', 'python']",150-500人,开发/测试/运维类,后端开发,0
爬虫开发工程师,1-3年,本科,全职,B轮,旅游,妙计旅行,北京汇行科技有限公司,北京,8k-16k,东城区,2018-07-17 11:11:13,"['数据分析', 'Python', '大数据', '算法']",150-500人,开发/测试/运维类,后端开发,0
Python高级Web开发工程师(票务系统集成方向,1-3年,本科,全职,B轮,旅游,妙计旅行,北京汇行科技有限公司,北京,10k-20k,东城区,2018-07-17 11:11:12,"['Java', '分布式', '架构']",150-500人,开发/测试/运维类,后端开发,0
Python开发工程师(数据分析平台开发方向）,1年以下,本科,全职,上市公司,社交网络,陌陌,北京陌陌科技有限公司,北京,20k-40k,朝阳区,2018-07-17 11:23:52,"['信息安全', '逆向']",500-2000人,开发/测试/运维类,后端开发,0
python研发工程师,1年以下,硕士,全职,B轮,"企业服务,数据服务",数美,北京数美时代科技有限公司,北京,15k-30k,朝阳区,2018-07-17 18:20:39,"['大数据', '数据挖掘']",150-500人,开发/测试/运维类,后端开发,0
python开发工程师,1-3年,不限,全职,不需要融资,"移动互联网,其他",北京亦来云科技有限公司,北京亦来云科技有限公司,北京,15k-30k,海淀区,2018-07-11 11:59:00,"['web', 'php', 'Java', 'html5']",50-150人,开发/测试/运维类,前端开发/移动开发,0
Python工程师,1-3年,不限,全职,B轮,社交网络,精灵在线,精灵在线网络(北京)有限公司,北京,15k-25k,海淀区,2018-07-18 09:58:14,['django'],50-150人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,不限,全职,D轮及以上,"移动互联网,O2O",趣活美食送,北京趣活科技有限公司,北京,10k-20k,朝阳区,2018-07-17 16:24:21,"['云计算', '本地生活', 'linux', 'Ruby', '分布式']",2000人以上,技术,后端开发,0
python开发实习生,1年以下,不限,实习,C轮,金融,智融集团,北京智融时代信息技术有限公司,北京,6k-9k,海淀区,2018-07-19 10:33:59,"['后端开发', '服务器端', 'node.js', 'php']",150-500人,开发/测试/运维类,后端开发,1
Web全栈工程师（python）,1-3年,不限,全职,天使轮,"移动互联网,硬件",罗威亚科技,北京罗威亚科技有限公司,北京,12k-18k,大兴区,2018-07-19 14:58:00,"['Node.js', '前端']",15-50人,开发/测试/运维类,后端开发,0
Python开发工程师,1-3年,不限,全职,A轮,金融,人人贷,人人贷商务顾问（北京）有限公司,北京,12k-17k,海淀区,2018-07-16 14:17:52,[],500-2000人,开发|测试|运维类,后端开发,0
python开发（Python/golang/java、Bash）,1-3年,不限,全职,C轮,"移动互联网,金融",人人行(借贷宝),人人行科技有限公司,北京,18k-30k,朝阳区,2018-07-18 20:07:23,[],2000人以上,开发/测试/运维类,后端开发,0
python开发工程师(数据挖掘方向),1-3年,不限,全职,上市公司,社交网络,陌陌,北京陌陌科技有限公司,北京,20k-40k,朝阳区,2018-07-17 11:23:53,[],500-2000人,开发/测试/运维类,数据开发,0
Python爬虫开发工程师,3-5年,大专,全职,天使轮,"移动互联网,电子商务",客度科技,北京客度科技有限公司,北京,9k-18k,朝阳区,2018-07-09 10:31:19,['中级'],50-150人,开发/测试/运维类,后端开发,0
Python开发工程师,3-5年,大专,全职,未融资,"移动互联网,旅游",乐飞天下,乐飞天下信息技术(北京)有限公司,北京,11k-20k,朝阳区,2018-07-18 09:06:23,"['旅游', 'Java', 'MySQL']",15-50人,技术,后端开发,0
Python研发工程师,3-5年,大专,全职,B轮,数据服务,好巧,北京好巧国际旅行社有限公司,北京,25k-35k,朝阳区,2018-07-19 08:59:32,"['后端开发', 'Java', 'golang']",150-500人,开发/测试/运维类,后端开发,0
python开发,3-5年,大专,全职,上市公司,金融,金证股份,深圳市金证科技股份有限公司,北京,10k-15k,朝阳区,2018-07-18 15:15:07,"['linux', 'MySQL']",2000人以上,开发/测试/运维类,后端开发,0
Python工程师,3-5年,大专,全职,A轮,"游戏,广告营销",52TOYS,北京乐自天成文化发展有限公司,北京,20k-30k,朝阳区,2018-07-19 11:47:30,"['电商', '高级', 'php', 'Java', '系统开发']",50-150人,开发/测试/运维类,后端开发,0
Python实训讲师,3-5年,大专,全职,A轮,移动互联网,千锋教育,北京千锋互联科技有限公司,北京,15k-30k,海淀区,2018-07-18 09:16:17,[],500-2000人,开发|测试|运维类,后端开发,0
Python工程师(新闻类),3-5年,大专,全职,A轮,移动互联网,中金中富,中金中富（北京）文化传媒有限公司,北京,20k-30k,朝阳区,2018-07-19 14:28:58,"['高级', '爬虫']",150-500人,开发/测试/运维类,后端开发,0
Python研发工程师,3-5年,大专,全职,A轮,"移动互联网,企业服务",诚信互通,上海诚信互通网络信息科技有限公司,北京,15k-30k,海淀区,2018-07-18 13:59:24,"['资深', 'php', 'Java']",150-500人,开发/测试/运维类,前端开发/移动开发,0
Python开发工程师,3-5年,大专,全职,B轮,"O2O,医疗健康",医渡云（北京）技术有限公司,医渡云（北京）技术有限公司,北京,18K-35K,海淀区,2018-07-19 11:08:36,"['php', 'MySQL', 'redis']",150-500人,开发/测试/运维类,后端开发,0
高级python工程师,3-5年,大专,全职,B轮,"移动互联网,教育",新东方教育行业研究院,北京点石经纬科技有限公司,北京,15k-30k,海淀区,2018-06-25 19:14:49,"['linux', 'Java']",150-500人,开发/测试/运维类,后端开发,0
Python开发,3-5年,大专,全职,不需要融资,"电子商务,企业服务",通力互联,北京通力互联技术服务有限公司,北京,9k-18k,海淀区,2018-07-12 10:17:24,"['MySQL', '数据库']",2000人以上,开发/测试/运维类,后端开发,0
python工程师,3-5年,大专,全职,B轮,"移动互联网,金融",花生米富,小小黛朵（北京）科技有限公司,北京,16k-20k,海淀区,2018-07-19 10:36:55,[],150-500人,开发/测试/运维类,后端开发,0
Python高级开发工程师,3-5年,大专,全职,A轮,"移动互联网,硬件",库神,北京库神信息技术有限公司,北京,13K-25K,海淀区,2018-07-18 14:34:51,[],50-150人,开发/测试/运维类,后端开发,0
Python项目经理,3-5年,大专,全职,未融资,教育,北京八维研修学院,北京市海淀区八维计算机培训学校,北京,18K-35K,海淀区,2018-07-17 15:00:10,"['专家', '总监', '资深', 'linux', 'C++']",2000人以上,开发/测试/运维类,软件开发,0
Python开发,3-5年,大专,全职,A轮,"金融,医疗健康",易美健,易思互动（北京）科技有限公司,北京,20k-40k,海淀区,2018-07-12 16:31:49,"['信息安全', '资深', '高级', '中级', 'Java']",50-150人,开发/测试/运维类,后端开发,0
Linux C++/Python开发工程师,3-5年,大专,全职,B轮,数据服务,好巧,北京好巧国际旅行社有限公司,北京,15k-25k,朝阳区,2018-07-19 08:59:32,"['后端开发', 'Java', 'golang']",150-500人,开发/测试/运维类,后端开发,0
python技术总监,3-5年,大专,全职,A轮,移动互联网,千锋教育,北京千锋互联科技有限公司,北京,25k-50k,海淀区,2018-07-18 09:16:16,[],500-2000人,开发/测试/运维类,后端开发,0
python开发,3-5年,大专,全职,上市公司,金融,金证股份,深圳市金证科技股份有限公司,北京,10k-20k,朝阳区,2018-07-18 15:15:04,"['移动互联网', 'Java', '架构']",2000人以上,开发/测试/运维类,后端开发,0
python后端,3-5年,大专,全职,未融资,"移动互联网,旅游",乐飞天下,乐飞天下信息技术(北京)有限公司,北京,15k-25k,朝阳区,2018-07-19 10:01:51,"['高级', '中级', '后端开发', 'web', '数据分析']",15-50人,开发/测试/运维类,后端开发,0
Python中高级开发工程师,3-5年,大专,全职,B轮,"移动互联网,电子商务",近邻宝,中科富创（北京）科技有限公司,北京,20k-35k,朝阳区,2018-07-02 09:58:20,"['电商', '物流', 'php', 'Java']",500-2000人,开发/测试/运维类,后端开发,0
python工程师,3-5年,大专,全职,A轮,"电子商务,数据服务",食财有道,北京筷子信用管理有限公司,北京,10k-15k,朝阳区,2018-07-02 11:31:41,"['软件开发', 'Java', '爬虫']",150-500人,开发/测试/运维类,软件开发,0
Python开发工程师,3-5年,大专,全职,不需要融资,"金融,移动互联网",马上金融,马上消费金融股份有限公司,北京,20k-30k,朝阳区,2018-07-04 10:06:04,"['linux', '数据库']",2000人以上,开发/测试/运维类,后端开发,0
java 工程师（爬虫方向）,3-5年,大专,全职,上市公司,"社交网络,金融",人人网,北京千橡网景科技发展有限公司,北京,10k-20k,朝阳区,2018-07-16 12:17:23,"['数据分析', '分布式']",2000人以上,开发/测试/运维类,数据开发,0
爬虫工程师,3-5年,大专,全职,上市公司,"移动互联网,电子商务",数币科技,北京数币科技有限公司,北京,18k-28k,海淀区,2018-06-24 18:13:46,"['Python', 'Shell', 'LUA', 'Java', '后端']",150-500人,开发/测试/运维类,后端开发,0
Python在线讲师,3-5年,大专,全职,A轮,移动互联网,千锋教育,北京千锋互联科技有限公司,北京,15k-30k,海淀区,2018-07-18 09:16:17,[],500-2000人,开发|测试|运维类,后端开发,0
